LGA,LGA name,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
10900,Blue Mountains (C),27,47,"9,230",243,"1,709",124,561,"1,124",<20,"2,634","4,931","4,487","4,381",913,"2,130",271,782,<20,"14,163",<20,<20,<20,22,100,<20,269,680
10950,Bogan (A),<20,<20,356,<20,55,<20,<20,66,<20,107,255,210,187,23,100,<20,66,<20,571,<20,<20,<20,<20,<20,<20,<20,<20
11000,Bombala (A),<20,<20,358,<20,68,<20,25,48,<20,137,175,136,132,26,74,<20,21,<20,570,<20,<20,<20,<20,<20,<20,<20,<20
11050,Boorowa (A),<20,<20,350,<20,81,<20,32,53,<20,141,209,178,151,31,56,<20,42,<20,588,<20,<20,<20,<20,<20,<20,<20,<20
11100,Botany Bay (C),23,21,"4,603",82,"1,096",40,433,382,<20,"1,394","2,514","2,153","2,137",430,"1,029",158,295,<20,"7,048",<20,<20,20,<20,51,<20,82,458
11150,Bourke (A),<20,42,220,<20,67,<20,40,24,<20,153,299,260,364,<20,201,<20,99,<20,549,<20,<20,<20,<20,<20,<20,72,<20
11200,Brewarrina (A),21,44,108,<20,51,<20,34,<20,<20,151,203,186,262,<20,168,<20,93,<20,427,<20,<20,<20,<20,<20,<20,47,<20
11250,Broken Hill (C),<20,95,"2,968",<20,762,<20,309,108,<20,"1,538","1,488","1,375","1,338",115,862,94,469,<20,"5,640",<20,<20,31,42,<20,<20,182,65
11300,Burwood (A),<20,<20,"3,404",149,688,<20,255,512,<20,789,"1,797","1,552","1,802",524,734,136,150,21,"4,920",<20,51,<20,<20,42,<20,33,522
11350,Byron (A),<20,<20,"2,833",252,649,<20,306,482,<20,"2,014","3,064","2,559","3,546",585,"2,231",266,498,<20,"6,466",31,<20,<20,<20,98,<20,220,332
11400,Cabonne (A),<20,<20,"1,580",<20,335,<20,117,276,<20,489,884,707,629,97,285,50,125,<20,"2,420",<20,<20,<20,<20,<20,<20,42,48
11450,Camden (A),<20,36,"4,606",73,"1,780",198,510,444,<20,"1,207","4,169","3,630","2,883",427,875,146,627,<20,"7,398",<20,<20,<20,<20,56,<20,181,454
11500,Campbelltown (C),80,231,"12,152",319,"6,091",369,"2,814",577,<20,"6,554","15,176","13,413","12,646","2,119","5,622",991,"3,191",53,"27,337",53,68,73,63,263,<20,969,"1,891"
11520,Canada Bay (A),<20,<20,"6,998",152,"1,396",37,366,"1,475",<20,"1,190","2,853","2,530","2,400",645,924,119,273,<20,"9,181",<20,30,20,<20,70,<20,57,655
11550,Canterbury (C),29,24,"15,856",466,"5,080",174,"2,640","1,260",<20,"5,148","12,929","11,393","12,479","2,566","5,521","1,890","1,377",106,"27,472",48,189,134,58,340,<20,367,"2,302"
11600,Carrathool (A),<20,<20,275,<20,53,<20,22,60,<20,82,211,166,131,<20,60,<20,35,<20,436,<20,<20,<20,<20,<20,<20,<20,<20
11700,Central Darling (A),<20,33,168,<20,52,<20,36,<20,<20,154,180,170,222,<20,157,<20,69,<20,469,<20,<20,<20,<20,<20,<20,38,<20
11720,Cessnock (C),42,77,"6,233",59,"2,183",72,"1,009",306,<20,"3,441","4,424","4,152","3,760",424,"2,053",304,"1,129",46,"12,692",<20,<20,30,62,61,<20,486,274
11730,Clarence Valley (A),54,174,"8,837",70,"2,420",60,"1,184",775,<20,"3,822","4,657","3,841","4,312",615,"2,555",356,964,40,"16,114",32,<20,45,56,88,<20,516,245
11750,Cobar (A),<20,<20,442,<20,82,<20,36,47,<20,170,280,320,202,23,114,<20,76,<20,741,<20,<20,<20,<20,<20,<20,<20,<20
11800,Coffs Harbour (C),66,141,"10,011",169,"2,437",74,"1,089",833,<20,"4,076","6,590","5,410","5,825","1,031","3,195",490,"1,315",50,"18,196",28,<20,38,53,119,<20,628,710
11860,Conargo (A),<20,<20,68,<20,<20,<20,<20,<20,<20,23,60,38,47,<20,<20,<20,<20,<20,99,<20,<20,<20,<20,<20,<20,<20,<20
12000,Coolamon (A),<20,<20,653,<20,137,<20,44,110,<20,198,313,235,227,42,108,<20,52,<20,984,<20,<20,<20,<20,<20,<20,<20,24
12050,Cooma-Monaro (A),<20,<20,"1,319",<20,236,<20,76,212,<20,492,689,551,552,74,258,59,92,<20,"2,057",<20,<20,<20,<20,<20,<20,56,49
12150,Coonamble (A),<20,67,474,<20,165,<20,107,66,<20,274,403,343,391,32,218,22,138,<20,"1,064",<20,<20,<20,<20,<20,<20,49,<20
12200,Cootamundra (A),<20,<20,"1,409",<20,294,<20,123,159,<20,475,569,455,429,60,229,24,126,<20,"2,216",<20,<20,<20,<20,<20,<20,39,29
12300,Corowa Shire (A),<20,<20,"2,154",<20,345,<20,125,210,<20,410,849,662,620,112,333,33,137,<20,"2,999",<20,<20,<20,<20,23,<20,52,38
12350,Cowra (A),<20,48,"2,162",<20,501,<20,212,260,<20,867,"1,092",865,985,121,518,89,221,<20,"3,645",<20,<20,<20,<20,20,<20,108,66
12500,Deniliquin (A),<20,<20,"1,095",<20,267,<20,82,120,<20,421,589,489,468,87,250,26,136,<20,"1,850",<20,<20,<20,<20,<20,<20,53,48
12600,Dubbo (C),123,247,"4,186",43,"1,064",32,408,486,<20,"1,680","3,455","2,900","2,561",346,"1,226",179,885,<20,"7,670",<20,<20,<20,<20,30,<20,257,222
12700,Dungog (A),<20,<20,"1,066",<20,294,<20,131,195,<20,414,580,510,495,131,227,<20,91,<20,"1,801",<20,<20,<20,<20,<20,<20,35,75
12750,Eurobodalla (A),36,100,"7,367",55,"1,374",<20,615,824,<20,"2,537","2,959","2,395","2,594",397,"1,528",215,549,29,"11,784",<20,<20,23,41,77,<20,290,154
12850,Fairfield (C),23,58,"20,316",445,"11,361",465,"7,808",878,<20,"9,415","20,624","18,536","20,156","5,242","11,008","2,430","3,245",214,"46,383",57,175,118,81,637,<20,930,"5,020"
12900,Forbes (A),<20,68,"1,356",<20,280,<20,106,193,<20,518,834,668,680,99,340,60,157,<20,"2,286",<20,<20,<20,<20,<20,<20,63,36
12950,Gilgandra (A),<20,49,648,<20,127,<20,55,81,<20,225,394,324,349,45,183,25,91,<20,"1,085",<20,<20,<20,<20,<20,<20,26,<20
13010,Glen Innes Severn (A),<20,<20,"1,496",<20,300,<20,145,206,<20,690,785,629,760,87,443,71,160,<20,"2,671",<20,<20,<20,<20,<20,<20,113,49
13050,Gloucester (A),<20,<20,957,<20,158,<20,74,164,<20,279,370,316,335,59,189,23,50,<20,"1,442",<20,<20,<20,<20,<20,<20,26,22
13100,Gosford (C),105,118,"24,008",363,"4,532",172,"1,523","2,500",<20,"6,662","11,705","10,255","9,684","1,783","5,009",571,"1,918",41,"36,311",53,<20,43,55,211,<20,832,"1,543"
13310,Goulburn Mulwaree (A),<20,<20,"3,777",62,833,25,297,404,<20,"1,394","2,162","1,825","1,779",258,976,131,440,<20,"6,312",<20,<20,<20,<20,47,<20,170,198
13320,Great Lakes (A),<20,62,"8,530",46,"1,837",30,855,862,<20,"2,381","2,636","2,187","2,570",392,"1,600",176,548,43,"13,021",<20,<20,23,32,65,<20,270,149
13340,Greater Hume Shire (A),<20,<20,"1,243",<20,289,<20,121,217,<20,391,787,590,597,93,292,43,99,<20,"1,984",<20,<20,<20,<20,<20,<20,51,60
13380,Greater Taree (C),42,152,"8,908",52,"2,405",49,"1,166",672,<20,"3,717","4,423","3,702","4,204",562,"2,445",340,915,51,"15,806",<20,<20,29,55,86,<20,549,256
13450,Griffith (C),<20,42,"2,502",<20,694,24,270,449,<20,992,"2,120","1,629","1,486",163,698,132,334,<20,"4,365",<20,<20,<20,<20,<20,<20,163,103
13500,Gundagai (A),<20,<20,492,<20,110,<20,43,88,<20,140,294,243,212,28,98,26,34,<20,753,<20,<20,<20,<20,<20,<20,<20,<20
13550,Gunnedah (A),26,66,"1,600",<20,317,<20,123,164,<20,548,"1,002",890,861,102,479,56,236,<20,"2,676",<20,<20,<20,<20,<20,<20,92,43
13650,Guyra (A),<20,30,565,<20,152,<20,73,81,<20,276,427,325,359,47,190,39,83,<20,"1,066",<20,<20,<20,<20,<20,<20,33,<20
13660,Gwydir (A),<20,<20,882,<20,190,<20,80,82,<20,320,399,333,318,63,142,24,58,<20,"1,399",<20,<20,<20,<20,<20,<20,26,<20
13700,Harden (A),<20,<20,648,<20,117,<20,51,44,<20,201,263,199,178,21,93,<20,56,<20,990,<20,<20,<20,<20,<20,<20,<20,<20
13800,Hawkesbury (C),32,54,"5,321",89,"1,513",94,502,741,<20,"1,809","4,679","4,028","3,247",559,"1,496",198,780,<20,"9,152",37,<20,<20,24,50,<20,225,514
13850,Hay (A),<20,<20,432,<20,74,<20,30,49,<20,147,243,195,150,<20,80,<20,44,<20,685,<20,<20,<20,<20,<20,<20,<20,<20
13950,Holroyd (C),<20,<20,"10,094",232,"3,490",144,"1,888",720,<20,"3,893","9,433","8,324","8,059","1,724","3,512","1,064","1,161",44,"18,555",26,91,72,52,205,<20,346,"1,607"
14000,Hornsby (A),<20,<20,"13,127",378,"2,061",102,490,"3,584",<20,"2,433","6,727","6,162","5,745","1,688","1,798",303,453,<20,"17,328",24,92,<20,<20,150,<20,141,"1,694"
14100,Hunters Hill (A),<20,28,"1,085",<20,152,<20,43,374,<20,218,252,222,265,73,112,<20,34,<20,"1,443",<20,<20,<20,<20,<20,<20,<20,98
14150,Hurstville (C),<20,<20,"8,798",159,"1,923",62,731,"1,344",<20,"1,832","5,415","4,635","4,735","1,101","1,868",406,501,32,"12,731",<20,122,23,<20,157,<20,120,"1,034"
14200,Inverell (A),23,70,"2,448",<20,596,20,266,263,<20,"1,011","1,637","1,311","1,393",154,679,116,376,<20,"4,393",<20,<20,<20,<20,25,<20,204,65
14250,Jerilderie (A),<20,<20,199,<20,32,<20,<20,39,<20,46,98,75,88,<20,41,<20,<20,<20,288,<20,<20,<20,<20,<20,<20,<20,<20
14300,Junee (A),<20,<20,652,<20,201,<20,88,73,<20,302,423,336,324,42,150,25,81,<20,"1,179",<20,<20,<20,<20,<20,<20,<20,27
14350,Kempsey (A),92,207,"4,633",28,"1,636",29,841,362,<20,"2,753","2,876","2,453","2,673",374,"1,503",195,747,38,"9,616",<20,<20,22,36,47,<20,304,157
14400,Kiama (A),<20,<20,"2,989",26,427,<20,126,569,<20,488,"1,059",909,909,226,351,38,138,<20,"3,910",<20,<20,<20,<20,21,<20,66,164
14450,Kogarah (C),<20,<20,"5,067",98,"1,188",40,423,"1,137",<20,"1,000","3,250","2,760","2,826",655,"1,099",232,283,<20,"7,207",<20,81,<20,<20,77,<20,66,624
14500,Ku-ring-gai (A),<20,31,"6,609",166,"1,051",50,154,"4,362",<20,764,"2,602","2,321","2,589",701,688,101,145,<20,"7,933",<20,27,<20,<20,53,<20,51,908
14550,Kyogle (A),<20,21,"1,269",<20,333,<20,184,149,<20,767,855,700,894,116,581,72,157,<20,"2,636",<20,<20,<20,<20,<20,<20,73,41
14600,Lachlan (A),33,49,816,<20,195,<20,84,145,<20,334,565,465,475,67,201,44,119,<20,"1,406",<20,<20,<20,<20,<20,<20,39,30
14650,Lake Macquarie (C),108,207,"28,807",357,"6,838",215,"2,617","2,497",<20,"9,412","13,081","11,649","11,177","2,301","5,401",588,"2,619",144,"45,892",79,<20,86,103,220,<20,"1,048","1,714"
14700,Lane Cove (A),<20,<20,"1,722",59,299,<20,50,818,<20,358,799,742,717,196,280,25,72,<20,"2,324",<20,<20,<20,<20,24,<20,<20,277
14750,Leeton (A),<20,33,"1,351",<20,356,<20,153,187,<20,487,989,763,710,86,344,56,195,<20,"2,337",<20,<20,<20,<20,<20,<20,91,47
14800,Leichhardt (A),22,<20,"3,358",169,587,<20,190,653,<20,"1,357","1,331","1,267","1,683",503,951,47,206,<20,"5,426",<20,<20,<20,<20,25,<20,74,541
14850,Lismore (C),60,104,"4,981",268,"1,256",73,532,595,<20,"3,067","4,199","3,442","4,419",982,"2,282",302,816,<20,"10,422",22,<20,<20,24,79,<20,389,770
14870,Lithgow (C),<20,25,"3,187",<20,744,<20,319,202,<20,"1,332","1,369","1,308","1,506",185,922,120,342,20,"5,512",<20,<20,<20,20,28,<20,178,102
14900,Liverpool (C),40,117,"14,457",349,"8,402",451,"5,016",915,<20,"7,702","18,114","15,900","15,038","3,116","6,850","1,852","2,684",90,"33,068",50,144,104,73,281,<20,868,"2,960"
14920,Liverpool Plains (A),<20,35,"1,140",<20,285,<20,126,134,<20,423,635,556,599,67,322,41,135,<20,"1,925",<20,<20,<20,<20,<20,<20,71,26
14950,Lockhart (A),<20,<20,389,<20,96,<20,41,88,<20,139,228,171,159,23,57,<20,34,<20,624,<20,<20,<20,<20,<20,<20,<20,<20
15050,Maitland (C),24,87,"7,395",102,"2,355",100,956,432,<20,"3,353","5,265","5,007","4,269",627,"1,937",276,"1,141",38,"13,683",20,<20,34,46,69,<20,466,462
15150,Manly (A),<20,<20,"2,165",79,307,<20,68,"1,189",<20,495,941,880,819,227,336,30,111,<20,"2,973",<20,<20,<20,<20,<20,<20,20,281
15200,Marrickville (A),41,54,"6,768",467,"1,616",28,704,512,<20,"2,656","3,185","2,979","4,674","1,452","2,667",181,483,26,"11,460",23,20,35,24,83,<20,228,"1,567"
15270,Mid-Western Regional (A),<20,<20,"3,049",<20,713,29,322,375,<20,"1,146","1,650","1,568","1,557",197,781,138,365,<20,"5,152",<20,<20,<20,<20,34,<20,138,99
15300,Moree Plains (A),75,163,"1,089",<20,378,<20,194,189,<20,738,"1,336","1,154","1,152",111,631,57,431,<20,"2,635",<20,<20,<20,<20,<20,<20,176,25
15350,Mosman (A),<20,<20,"1,301",32,210,<20,32,831,<20,195,482,464,459,112,207,<20,43,<20,"1,636",<20,<20,<20,<20,<20,<20,<20,139
15500,Murray (A),<20,<20,"1,504",<20,275,<20,100,169,<20,270,577,438,453,105,225,23,97,<20,"2,074",<20,<20,<20,<20,<20,<20,27,30
15550,Murrumbidgee (A),<20,<20,236,<20,81,<20,27,43,<20,92,228,180,149,<20,59,<20,50,<20,437,<20,<20,<20,<20,<20,<20,<20,<20
15650,Muswellbrook (A),<20,<20,"1,254",<20,282,<20,101,142,<20,598,"1,071","1,117",890,89,500,69,313,<20,"2,474",<20,<20,<20,<20,<20,<20,117,32
15700,Nambucca (A),37,84,"3,814",31,"1,010",21,549,280,<20,"1,640","1,818","1,492","1,859",251,"1,125",154,400,24,"6,920",<20,<20,22,26,43,<20,206,111
15750,Narrabri (A),<20,77,"1,526",<20,357,<20,141,157,<20,573,"1,077",940,898,107,481,71,268,<20,"2,676",<20,<20,<20,<20,<20,<20,111,39
15800,Narrandera (A),<20,35,862,<20,255,<20,111,115,<20,311,522,412,411,40,184,25,136,<20,"1,483",<20,<20,<20,<20,<20,<20,56,<20
15850,Narromine (A),<20,57,849,<20,153,<20,64,139,<20,279,565,495,446,49,236,35,160,<20,"1,420",<20,<20,<20,<20,<20,<20,41,22
15900,Newcastle (C),152,155,"17,876",653,"4,205",116,"1,580","1,407",<20,"8,370","9,072","8,245","11,022","3,418","5,024",458,"1,799",67,"31,478",38,<20,55,44,148,<20,979,"3,871"
15950,North Sydney (A),<20,<20,"3,019",131,330,<20,73,"1,476",<20,694,"1,033","1,053","1,187",353,586,48,94,<20,"4,064",<20,<20,<20,<20,38,<20,26,373
16100,Oberon (A),<20,<20,611,<20,131,<20,64,114,<20,218,366,320,276,47,140,21,57,<20,"1,006",<20,<20,<20,<20,<20,<20,<20,<20
16150,Orange (C),39,111,"4,346",60,951,66,333,411,<20,"2,034","2,949","2,600","2,425",463,"1,053",170,707,<20,"7,850",<20,<20,<20,<20,32,<20,286,431
16180,Palerang (A),<20,<20,991,<20,198,<20,45,249,<20,255,599,535,454,85,186,<20,103,<20,"1,463",<20,<20,<20,<20,<20,<20,<20,60
16200,Parkes (A),21,52,"1,917",<20,548,34,203,271,<20,866,"1,239","1,055","1,045",130,514,87,271,<20,"3,462",<20,<20,<20,<20,<20,<20,102,66
16250,Parramatta (C),30,44,"14,934",517,"4,750",204,"2,693","1,715",<20,"6,461","13,717","12,245","12,635","2,748","5,563","1,519","1,438",64,"27,968",53,199,114,83,281,<20,523,"2,597"
16350,Penrith (C),95,226,"14,674",314,"5,594",529,"2,087",985,<20,"6,471","15,403","13,494","11,698","1,843","5,419",730,"3,188",41,"28,974",68,52,71,77,224,<20,923,"1,616"
16370,Pittwater (A),<20,<20,"5,041",89,630,36,114,"1,867",<20,595,"2,286","1,876","1,551",347,547,71,226,<20,"6,186",<20,<20,<20,<20,42,<20,39,358
16380,Port Macquarie-Hastings (A),57,139,"14,844",127,"3,106",51,"1,266","1,336",<20,"4,003","6,033","4,870","5,411",867,"2,871",415,994,68,"22,386",25,<20,39,45,103,<20,490,477
16400,Port Stephens (A),30,66,"10,073",91,"2,472",87,970,949,<20,"3,247","5,203","4,598","4,240",635,"2,130",297,974,42,"16,081",22,<20,24,35,102,<20,411,400
16470,Queanbeyan (C),<20,34,"2,664",33,636,30,161,314,<20,"1,161","2,006","1,831","1,375",170,616,59,361,<20,"4,540",<20,<20,<20,<20,<20,<20,123,177
16550,Randwick (C),82,75,"10,694",351,"2,099",73,705,"2,340",<20,"3,206","4,444","3,959","5,045","1,724","2,210",178,609,24,"15,945",<20,55,<20,<20,119,<20,191,"2,150"
16610,Richmond Valley (A),23,100,"3,570",38,"1,094",54,516,282,<20,"1,755","2,274","1,860","2,070",317,"1,057",185,470,21,"6,832",<20,<20,<20,36,29,<20,230,151
16650,Rockdale (C),<20,20,"11,497",219,"2,827",78,"1,131","1,412",<20,"2,776","6,678","5,817","5,841","1,271","2,472",635,715,45,"16,927",25,55,41,25,162,<20,175,"1,191"
16700,Ryde (C),22,<20,"9,880",298,"1,775",63,623,"1,781",<20,"2,423","4,896","4,301","4,497","1,353","1,616",303,345,<20,"13,908",<20,95,<20,<20,150,<20,100,"1,350"
16900,Shellharbour (C),45,108,"8,469",88,"2,594",89,"1,058",394,<20,"3,318","5,311","4,782","4,035",704,"1,938",264,"1,064",56,"14,888",32,<20,29,32,102,<20,419,533
16950,Shoalhaven (C),75,221,"17,574",146,"3,967",97,"1,812","1,534",<20,"5,783","7,843","6,564","6,924","1,066","3,723",498,"1,474",91,"28,282",37,<20,46,64,150,<20,702,575
17000,Singleton (A),<20,<20,"1,682",<20,495,24,148,265,<20,682,"1,135","1,255","1,003",125,451,44,249,<20,"2,955",<20,<20,<20,<20,<20,<20,122,55
17050,Snowy River (A),<20,<20,581,<20,108,<20,42,100,<20,165,462,344,331,46,137,<20,48,<20,874,<20,<20,<20,<20,<20,<20,23,<20
17100,Strathfield (A),<20,<20,"2,517",103,634,<20,262,499,<20,708,"2,199","1,878","2,056",545,831,181,132,<20,"4,012",<20,35,<20,<20,73,<20,49,547
17150,Sutherland Shire (A),49,29,"21,736",344,"3,749",266,932,"4,407",<20,"3,614","9,317","8,316","7,379","1,730","2,978",267,"1,165",26,"28,753",35,37,<20,<20,153,<20,284,"1,648"
17200,Sydney (C),147,135,"8,532",877,"1,680",32,885,"1,119",<20,"6,571","3,795","3,489","7,945","2,495","5,049",220,658,23,"18,142",37,111,22,<20,170,<20,353,"2,903"
17310,Tamworth Regional (A),76,300,"7,495",37,"1,711",66,731,686,<20,"2,690","5,103","4,208","4,155",531,"2,156",291,"1,235",36,"12,945",23,<20,21,27,58,<20,490,252
17350,Temora (A),<20,<20,"1,020",<20,178,<20,77,130,<20,260,477,376,315,48,146,26,83,<20,"1,501",<20,<20,<20,<20,<20,<20,25,24
17400,Tenterfield (A),<20,33,"1,116",<20,246,<20,135,128,<20,523,587,495,631,93,387,51,127,<20,"2,048",<20,<20,<20,<20,<20,<20,57,27
17420,The Hills Shire (A),<20,<20,"13,217",346,"2,748",136,717,"3,401",<20,"2,106","7,956","7,135","6,230","1,705","1,853",352,602,32,"17,486",29,85,<20,<20,169,<20,123,"1,531"
17450,Tumbarumba (A),<20,<20,498,<20,104,<20,47,52,<20,130,241,197,179,22,91,<20,30,<20,745,<20,<20,<20,<20,<20,<20,<20,<20
17500,Tumut Shire (A),<20,26,"1,641",<20,303,<20,135,188,<20,520,883,753,647,78,354,48,149,<20,"2,589",<20,<20,<20,<20,<20,<20,84,32
17550,Tweed (A),76,143,"15,328",222,"3,443",74,"1,357","1,276",<20,"5,258","7,352","6,098","6,816","1,133","3,764",488,"1,333",44,"24,742",42,<20,49,57,150,<20,677,733
17620,Upper Hunter Shire (A),<20,<20,"1,669",<20,299,<20,120,218,<20,428,855,815,632,86,307,49,177,<20,"2,538",<20,<20,<20,<20,20,<20,57,38
17640,Upper Lachlan Shire (A),<20,<20,"1,019",<20,173,<20,52,229,<20,260,495,391,408,96,161,34,58,<20,"1,466",<20,<20,<20,<20,<20,<20,24,43
17650,Uralla (A),<20,<20,804,<20,191,<20,79,105,<20,313,532,399,436,90,187,30,78,<20,"1,354",<20,<20,<20,<20,<20,<20,41,52
17700,Urana (A),<20,<20,196,<20,48,<20,26,35,<20,68,130,92,81,<20,33,<20,<20,<20,322,<20,<20,<20,<20,<20,<20,<20,<20
17750,Wagga Wagga (C),63,135,"5,871",145,"1,441",92,491,806,<20,"2,281","4,454","3,666","4,371","1,412","1,515",239,908,<20,"10,098",<20,<20,<20,<20,38,<20,378,"1,572"
17800,Wakool (A),<20,<20,601,<20,84,<20,39,100,<20,145,270,203,224,70,102,<20,29,<20,848,<20,<20,<20,<20,<20,<20,<20,<20
17850,Walcha (A),<20,<20,370,<20,62,<20,28,119,<20,133,249,174,189,28,80,21,36,<20,602,<20,<20,<20,<20,<20,<20,<20,<20
17900,Walgett (A),23,90,872,<20,331,<20,223,80,<20,715,697,597,806,51,524,32,230,<20,"2,183",<20,<20,<20,<20,<20,<20,127,<20
17950,Warren (A),<20,25,321,<20,81,<20,36,75,<20,116,220,172,171,<20,118,<20,51,<20,551,<20,<20,<20,<20,<20,<20,<20,<20
18000,Warringah (A),<20,<20,"13,128",197,"1,784",80,446,"3,413",<20,"2,203","5,702","4,953","4,057",878,"1,582",187,580,<20,"16,959",24,24,<20,<20,91,<20,139,914
18020,Warrumbungle Shire (A),20,54,"1,581",<20,372,<20,190,179,<20,617,817,679,791,102,401,58,174,<20,"2,694",<20,<20,<20,<20,<20,<20,62,39
18050,Waverley (A),<20,<20,"3,903",171,694,<20,204,"1,092",<20,998,"1,654","1,468","1,950",443,985,81,201,<20,"5,554",<20,<20,<20,<20,44,<20,63,510
18100,Weddin (A),<20,<20,672,<20,144,<20,73,105,<20,240,286,229,229,40,112,21,41,<20,"1,059",<20,<20,<20,<20,<20,<20,<20,<20
18150,Wellington (A),23,69,"1,232",<20,300,<20,137,147,<20,573,812,682,767,79,455,52,238,<20,"2,312",<20,<20,<20,<20,<20,<20,92,41
18200,Wentworth (A),<20,40,860,<20,222,<20,118,101,<20,348,551,459,560,89,309,44,122,<20,"1,544",<20,<20,<20,<20,<20,<20,59,22
18250,Willoughby (C),<20,<20,"3,993",139,650,26,152,"1,643",<20,763,"2,070","1,865","1,961",537,707,93,148,<20,"5,312",<20,39,<20,<20,59,<20,38,547
18350,Wingecarribee (A),<20,<20,"6,597",64,"1,112",35,361,"1,302",<20,"1,564","2,851","2,397","1,915",279,825,137,425,<20,"9,309",<20,<20,<20,<20,45,<20,128,194
18400,Wollondilly (A),<20,36,"3,833",52,"1,226",117,406,421,<20,"1,069","2,994","2,601","2,181",396,770,105,490,<20,"6,150",<20,<20,<20,<20,44,<20,138,297
18450,Wollongong (C),105,185,"26,450",524,"6,622",165,"2,601","2,199",<20,"9,498","12,470","11,445","13,074","3,591","6,368",783,"2,310",141,"43,321",60,<20,81,74,238,<20,"1,100","3,759"
18500,Woollahra (A),<20,32,"2,164",121,372,<20,82,"1,282",<20,461,871,802,"1,072",304,521,32,101,<20,"2,946",<20,<20,<20,<20,<20,<20,20,423
18550,Wyong (A),117,205,"23,747",269,"6,060",217,"2,534","1,469",<20,"8,244","13,938","11,891","11,418","1,712","6,070",732,"2,818",76,"40,119",75,<20,63,81,231,<20,"1,155","1,351"
