LGA,LGA name,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
11450,Camden (A),<20,29,"4,692",62,"1,832",190,513,451,<20,"1,248","4,149","3,620","2,940",435,936,152,641,<20,"7,581",<20,<20,<20,<20,57,<20,184,348
11500,Campbelltown (C),72,211,"12,255",261,"6,204",364,"2,916",583,<20,"6,627","15,012","13,278","12,610","2,057","5,760","1,039","3,214",52,"27,748",59,62,73,58,268,<20,"1,116","1,314"
11520,Canada Bay (A),<20,<20,"6,996",111,"1,413",40,379,"1,518",<20,"1,214","2,817","2,501","2,418",639,957,128,274,<20,"9,310",<20,30,20,<20,78,<20,66,451
11550,Canterbury (C),23,<20,"15,848",345,"5,175",182,"2,689","1,273",<20,"5,172","12,570","11,036","12,175","2,443","5,540","1,803","1,377",105,"27,909",51,192,137,53,348,<20,458,"1,672"
11600,Carrathool (A),<20,<20,276,<20,52,<20,21,60,<20,81,191,143,132,<20,61,<20,32,<20,428,<20,<20,<20,<20,<20,<20,<20,<20
11700,Central Darling (A),<20,28,169,<20,55,<20,38,<20,<20,161,178,164,244,<20,164,<20,64,<20,466,<20,<20,<20,<20,<20,<20,45,<20
11720,Cessnock (C),31,74,"6,248",43,"2,219",74,"1,035",303,<20,"3,502","4,441","4,148","3,894",425,"2,193",308,"1,157",43,"12,878",<20,<20,32,60,68,<20,537,189
11730,Clarence Valley (A),49,153,"8,873",59,"2,440",60,"1,196",779,<20,"3,883","4,612","3,812","4,328",615,"2,652",336,965,40,"16,229",<20,<20,44,54,95,<20,558,212
11750,Cobar (A),<20,<20,442,<20,80,<20,37,51,<20,172,271,310,210,26,122,<20,73,<20,765,<20,<20,<20,<20,<20,<20,22,<20
11800,Coffs Harbour (C),51,119,"10,031",148,"2,461",80,"1,121",837,<20,"4,112","6,601","5,422","5,680",939,"3,281",473,"1,323",49,"18,389",25,<20,44,50,119,<20,687,498
11860,Conargo (A),<20,<20,68,<20,<20,<20,<20,<20,<20,25,128,101,47,<20,<20,<20,<20,<20,106,<20,<20,<20,<20,<20,<20,<20,<20
12000,Coolamon (A),<20,<20,653,<20,140,<20,47,107,<20,198,322,245,235,36,121,<20,51,<20,"1,002",<20,<20,<20,<20,<20,<20,<20,<20
12050,Cooma-Monaro (A),<20,<20,"1,327",<20,241,<20,83,213,<20,493,681,558,568,83,273,66,89,<20,"2,074",<20,<20,<20,<20,<20,<20,61,50
12150,Coonamble (A),<20,63,465,<20,163,<20,113,67,<20,275,388,330,385,35,210,<20,141,<20,"1,069",<20,<20,<20,<20,<20,<20,55,<20
12200,Cootamundra (A),<20,<20,"1,416",<20,299,<20,130,156,<20,491,560,458,425,64,229,25,121,<20,"2,253",<20,<20,<20,<20,<20,<20,35,25
12300,Corowa Shire (A),<20,<20,"2,177",<20,355,<20,129,204,<20,419,861,670,622,124,314,35,143,<20,"3,038",<20,<20,<20,<20,21,<20,58,44
12350,Cowra (A),<20,38,"2,166",<20,527,<20,221,264,<20,877,"1,091",871,991,127,533,78,228,<20,"3,683",<20,<20,<20,<20,21,<20,127,60
12500,Deniliquin (A),<20,<20,"1,095",<20,267,<20,87,120,<20,420,602,483,488,97,258,29,136,<20,"1,844",<20,<20,<20,<20,<20,<20,65,42
12600,Dubbo (C),95,202,"4,206",30,"1,057",29,417,468,<20,"1,707","3,455","2,884","2,606",369,"1,256",178,884,<20,"7,719",<20,<20,<20,<20,31,<20,297,157
12700,Dungog (A),<20,<20,"1,064",<20,294,<20,128,194,<20,423,605,533,507,112,249,20,88,<20,"1,815",<20,<20,<20,<20,<20,<20,38,34
12750,Eurobodalla (A),24,86,"7,377",36,"1,405",<20,638,827,<20,"2,546","2,921","2,383","2,611",385,"1,579",213,567,29,"11,881",<20,<20,23,40,81,<20,320,118
12850,Fairfield (C),<20,46,"20,331",353,"11,588",444,"8,065",892,<20,"9,502","20,314","18,234","20,068","5,055","11,109","2,377","3,235",211,"47,124",64,178,118,79,641,<20,"1,103","3,838"
12900,Forbes (A),<20,61,"1,379",<20,282,<20,105,188,<20,517,814,664,691,112,349,62,169,<20,"2,317",<20,<20,<20,<20,<20,<20,71,41
12950,Gilgandra (A),<20,46,652,<20,136,<20,58,80,<20,223,419,346,354,41,197,24,105,<20,"1,105",<20,<20,<20,<20,<20,<20,28,<20
13010,Glen Innes Severn (A),<20,<20,"1,517",<20,308,<20,149,205,<20,696,767,616,779,93,438,74,155,<20,"2,699",<20,<20,<20,<20,<20,<20,118,36
13050,Gloucester (A),<20,<20,962,<20,167,<20,76,160,<20,283,371,312,340,58,197,27,52,<20,"1,458",<20,<20,<20,<20,<20,<20,32,<20
13100,Gosford (C),72,100,"24,036",296,"4,567",171,"1,542","2,550",<20,"6,688","11,644","10,098","9,628","1,757","5,182",569,"1,925",39,"36,542",55,<20,44,53,214,<20,840,"1,073"
13310,Goulburn Mulwaree (A),<20,<20,"3,779",29,837,22,311,408,<20,"1,402","2,097","1,755","1,800",264,999,135,435,<20,"6,368",<20,<20,<20,<20,48,<20,204,122
13320,Great Lakes (A),<20,58,"8,595",43,"1,850",30,862,876,<20,"2,409","2,740","2,308","2,623",414,"1,649",174,551,41,"13,153",<20,<20,23,32,66,<20,269,137
13340,Greater Hume Shire (A),<20,<20,"1,251",<20,295,<20,126,215,<20,402,782,594,582,93,275,38,95,<20,"1,991",<20,<20,<20,<20,<20,<20,53,50
13380,Greater Taree (C),34,136,"8,921",34,"2,452",54,"1,199",675,<20,"3,764","4,346","3,629","4,249",583,"2,556",345,912,52,"15,960",<20,<20,31,52,87,<20,552,198
13450,Griffith (C),<20,33,"2,504",<20,696,25,266,442,<20,988,"2,118","1,634","1,559",158,734,128,336,<20,"4,360",<20,<20,<20,<20,<20,<20,185,87
13500,Gundagai (A),<20,<20,496,<20,111,<20,42,89,<20,140,293,240,216,33,124,22,34,<20,761,<20,<20,<20,<20,<20,<20,<20,<20
13550,Gunnedah (A),<20,53,"1,598",<20,314,<20,123,159,<20,548,984,890,876,100,510,58,236,<20,"2,694",<20,<20,<20,<20,<20,<20,124,37
13650,Guyra (A),<20,32,576,<20,145,<20,72,82,<20,273,424,331,379,50,216,37,79,<20,"1,070",<20,<20,<20,<20,<20,<20,41,<20
13660,Gwydir (A),<20,<20,889,<20,198,<20,87,77,<20,321,408,344,314,58,144,25,59,<20,"1,431",<20,<20,<20,<20,<20,<20,35,<20
13700,Harden (A),<20,<20,655,<20,120,<20,51,45,<20,205,279,213,172,<20,94,<20,53,<20,997,<20,<20,<20,<20,<20,<20,<20,<20
13800,Hawkesbury (C),22,43,"5,360",68,"1,534",86,531,730,<20,"1,832","4,638","3,997","3,208",543,"1,547",198,797,<20,"9,314",32,<20,<20,23,56,<20,255,343
13850,Hay (A),<20,<20,430,<20,70,<20,29,50,<20,144,221,175,148,<20,85,<20,45,<20,687,<20,<20,<20,<20,<20,<20,<20,<20
13950,Holroyd (C),<20,<20,"10,098",178,"3,544",146,"1,925",710,<20,"3,918","9,475","8,401","8,170","1,694","3,622","1,084","1,166",44,"18,766",29,93,75,50,205,<20,500,"1,130"
14000,Hornsby (A),<20,<20,"13,136",288,"2,099",103,511,"3,622",<20,"2,467","6,697","6,063","5,862","1,746","1,910",291,456,<20,"17,501",31,108,<20,<20,147,<20,179,"1,152"
14100,Hunters Hill (A),<20,27,"1,099",<20,151,<20,45,374,<20,216,275,249,276,79,115,<20,38,<20,"1,438",<20,<20,<20,<20,<20,<20,<20,60
14150,Hurstville (C),<20,<20,"8,807",132,"1,968",61,749,"1,366",<20,"1,864","5,255","4,487","4,718","1,121","1,906",389,512,31,"12,889",20,114,24,<20,159,<20,144,730
14200,Inverell (A),21,60,"2,446",<20,600,20,272,264,<20,"1,039","1,615","1,294","1,365",173,676,124,371,<20,"4,419",<20,<20,<20,<20,24,<20,204,50
14250,Jerilderie (A),<20,<20,197,<20,34,<20,<20,39,<20,47,115,86,95,<20,41,<20,<20,<20,279,<20,<20,<20,<20,<20,<20,<20,<20
14300,Junee (A),<20,<20,645,<20,201,<20,86,74,<20,303,443,358,319,42,169,22,85,<20,"1,184",<20,<20,<20,<20,<20,<20,21,26
14350,Kempsey (A),89,184,"4,644",22,"1,643",28,869,360,<20,"2,722","2,832","2,418","2,617",367,"1,493",189,744,37,"9,681",<20,<20,20,36,50,<20,341,133
14400,Kiama (A),<20,<20,"2,975",21,438,<20,134,568,<20,501,"1,057",929,909,226,383,45,143,<20,"3,932",<20,<20,<20,<20,21,<20,57,117
14450,Kogarah (C),<20,<20,"5,072",79,"1,219",37,434,"1,156",<20,"1,004","3,567","3,036","2,807",640,"1,123",237,289,20,"7,332",<20,87,<20,<20,75,<20,81,420
14500,Ku-ring-gai (A),<20,29,"6,649",120,"1,069",51,155,"4,395",<20,763,"2,657","2,375","2,605",740,733,96,142,<20,"7,999",<20,28,<20,<20,55,<20,62,641
14550,Kyogle (A),<20,<20,"1,279",<20,325,<20,186,148,<20,788,864,706,885,110,611,75,160,<20,"2,654",<20,<20,<20,<20,<20,<20,76,30
14600,Lachlan (A),21,43,811,<20,200,<20,88,142,<20,334,594,486,476,67,212,37,126,<20,"1,392",<20,<20,<20,<20,<20,<20,44,<20
14650,Lake Macquarie (C),87,175,"28,907",265,"6,863",206,"2,668","2,509",<20,"9,528","13,130","11,671","11,355","2,270","5,612",603,"2,633",142,"46,313",86,<20,85,103,228,<20,"1,182","1,142"
14700,Lane Cove (A),<20,<20,"1,733",44,307,<20,52,839,<20,351,762,720,710,199,304,22,65,<20,"2,322",<20,<20,<20,<20,24,<20,<20,208
14750,Leeton (A),<20,32,"1,367",<20,364,20,158,186,<20,496,990,761,719,90,364,62,199,<20,"2,362",<20,<20,<20,<20,<20,<20,107,39
14800,Leichhardt (A),<20,<20,"3,364",121,597,<20,189,666,<20,"1,364","1,310","1,242","1,701",506,971,40,205,<20,"5,425",<20,<20,<20,<20,24,<20,81,359
14850,Lismore (C),57,93,"5,007",199,"1,266",73,546,585,<20,"3,115","4,207","3,462","4,297",850,"2,397",317,834,<20,"10,552",27,<20,<20,24,79,<20,481,516
14870,Lithgow (C),<20,23,"3,204",<20,746,<20,319,198,<20,"1,341","1,397","1,317","1,498",181,935,115,352,20,"5,566",<20,<20,<20,<20,30,<20,187,90
14900,Liverpool (C),34,100,"14,541",270,"8,597",438,"5,124",923,<20,"7,799","18,148","15,897","15,022","3,064","6,968","1,834","2,695",88,"33,598",67,136,104,72,289,<20,"1,038","2,128"
14920,Liverpool Plains (A),<20,32,"1,132",<20,291,<20,132,134,<20,442,633,556,598,71,339,39,141,<20,"1,956",<20,<20,<20,<20,<20,<20,74,<20
14950,Lockhart (A),<20,<20,385,<20,97,<20,40,80,<20,133,229,169,149,21,53,<20,33,<20,617,<20,<20,<20,<20,<20,<20,<20,<20
15050,Maitland (C),<20,67,"7,418",73,"2,421",95,993,442,<20,"3,376","5,163","4,904","4,326",630,"2,046",287,"1,158",37,"13,906",<20,<20,35,43,76,<20,518,318
15150,Manly (A),<20,<20,"2,184",56,317,<20,76,"1,203",<20,507,978,914,804,231,320,30,102,<20,"3,013",<20,<20,<20,<20,22,<20,<20,207
15200,Marrickville (A),33,49,"6,771",331,"1,634",31,699,544,<20,"2,679","3,115","2,895","4,632","1,401","2,733",183,482,27,"11,662",<20,23,37,22,89,<20,249,"1,107"
15270,Mid-Western Regional (A),<20,<20,"3,072",<20,729,31,337,371,<20,"1,160","1,615","1,551","1,557",203,772,145,358,<20,"5,229",<20,<20,<20,<20,32,<20,152,87
15300,Moree Plains (A),62,138,"1,069",<20,365,<20,197,180,<20,755,"1,317","1,141","1,148",123,670,66,432,<20,"2,645",<20,<20,<20,<20,<20,<20,163,30
15350,Mosman (A),<20,<20,"1,308",24,219,<20,32,834,<20,198,476,457,464,111,197,<20,41,<20,"1,655",<20,<20,<20,<20,<20,<20,<20,108
15500,Murray (A),<20,<20,"1,510",<20,276,<20,99,173,<20,274,510,396,467,112,213,27,101,<20,"2,098",<20,<20,<20,<20,<20,<20,34,30
15550,Murrumbidgee (A),<20,<20,238,<20,87,<20,32,44,<20,97,222,178,143,<20,63,<20,50,<20,450,<20,<20,<20,<20,<20,<20,<20,<20
15650,Muswellbrook (A),<20,<20,"1,256",<20,286,<20,109,143,<20,599,"1,079","1,112",907,87,526,70,330,<20,"2,515",<20,<20,<20,<20,<20,<20,119,35
15700,Nambucca (A),31,81,"3,823",27,"1,027",25,559,287,<20,"1,647","1,766","1,450","1,861",253,"1,163",158,416,24,"6,975",<20,<20,22,26,45,<20,235,86
15750,Narrabri (A),<20,65,"1,526",<20,354,<20,146,154,<20,579,"1,073",927,921,117,529,70,279,<20,"2,721",<20,<20,<20,<20,<20,<20,117,34
15800,Narrandera (A),<20,36,854,<20,256,<20,111,116,<20,312,535,422,391,37,204,30,143,<20,"1,504",<20,<20,<20,<20,<20,<20,60,<20
15850,Narromine (A),<20,49,851,<20,152,<20,65,136,<20,268,574,500,473,58,263,33,166,<20,"1,440",<20,<20,<20,<20,<20,<20,48,21
15900,Newcastle (C),126,137,"17,831",471,"4,265",116,"1,614","1,433",<20,"8,431","8,828","8,025","10,968","3,147","5,321",473,"1,772",67,"31,658",48,<20,58,42,156,<20,"1,096","2,576"
15950,North Sydney (A),<20,<20,"3,034",89,334,<20,74,"1,501",<20,691,"1,004","1,013","1,175",343,592,46,96,<20,"4,094",<20,<20,<20,<20,40,<20,42,269
16100,Oberon (A),<20,<20,608,<20,136,<20,65,116,<20,227,365,321,276,46,155,20,59,<20,"1,024",<20,<20,<20,<20,<20,<20,20,<20
16150,Orange (C),35,105,"4,360",47,978,62,352,416,<20,"2,035","2,820","2,491","2,369",418,"1,079",161,733,<20,"7,934",<20,<20,<20,<20,33,<20,266,301
16180,Palerang (A),<20,<20,997,<20,198,<20,46,255,<20,259,763,674,471,88,216,20,103,<20,"1,485",<20,<20,<20,<20,<20,<20,20,47
16200,Parkes (A),<20,52,"1,914",<20,549,28,209,271,<20,855,"1,210","1,027","1,087",140,554,101,270,<20,"3,468",<20,<20,<20,<20,<20,<20,94,61
16250,Parramatta (C),26,44,"14,960",406,"4,812",197,"2,752","1,714",<20,"6,473","13,244","11,671","12,628","2,684","5,716","1,520","1,438",60,"28,268",55,181,113,82,286,<20,635,"1,825"
16350,Penrith (C),77,196,"14,769",246,"5,639",525,"2,131","1,005",<20,"6,535","15,442","13,505","11,664","1,791","5,590",734,"3,189",41,"29,313",59,46,71,76,223,<20,"1,055","1,149"
16370,Pittwater (A),<20,<20,"5,054",65,646,34,121,"1,892",<20,599,"2,214","1,862","1,534",362,570,59,233,<20,"6,278",<20,<20,<20,<20,42,<20,45,276
16380,Port Macquarie-Hastings (A),49,126,"14,952",97,"3,146",55,"1,277","1,347",<20,"4,056","6,089","4,943","5,533",852,"3,012",417,"1,018",65,"22,632",27,<20,38,45,103,<20,582,391
16400,Port Stephens (A),23,60,"10,158",68,"2,495",87,993,961,<20,"3,276","5,075","4,471","4,245",647,"2,168",295,969,43,"16,310",25,<20,24,35,105,<20,449,280
16470,Queanbeyan (C),<20,32,"2,687",25,658,29,170,319,<20,"1,173","1,795","1,632","1,386",174,643,60,377,<20,"4,596",<20,<20,<20,<20,<20,<20,149,109
16550,Randwick (C),65,62,"10,689",259,"2,130",68,706,"2,378",<20,"3,218","4,613","4,095","4,977","1,660","2,236",187,611,24,"16,105",26,49,<20,<20,120,<20,226,"1,503"
16610,Richmond Valley (A),21,93,"3,584",34,"1,105",52,536,286,<20,"1,770","2,257","1,844","2,017",309,"1,065",173,472,21,"6,913",<20,<20,<20,35,30,<20,244,110
16650,Rockdale (C),<20,<20,"11,456",185,"2,887",78,"1,165","1,447",<20,"2,774","6,508","5,601","5,767","1,232","2,532",614,704,43,"17,191",21,53,39,25,171,<20,246,791
16700,Ryde (C),<20,<20,"9,898",234,"1,783",60,636,"1,844",<20,"2,424","4,757","4,135","4,435","1,311","1,625",289,342,<20,"14,073",<20,98,<20,<20,149,<20,114,979
16900,Shellharbour (C),39,96,"8,519",63,"2,643",85,"1,064",404,<20,"3,352","5,182","4,655","4,035",685,"2,058",264,"1,062",56,"15,079",29,<20,29,32,104,<20,461,385
16950,Shoalhaven (C),67,196,"17,646",112,"4,049",94,"1,858","1,553",<20,"5,871","7,803","6,541","6,984","1,052","3,891",501,"1,511",86,"28,593",33,<20,44,64,150,<20,765,461
17000,Singleton (A),<20,<20,"1,684",<20,498,26,160,263,<20,694,"1,179","1,307","1,052",144,527,52,268,<20,"3,016",<20,<20,<20,<20,<20,<20,121,50
17050,Snowy River (A),<20,<20,601,<20,106,<20,41,100,<20,154,458,345,299,40,142,20,41,<20,872,<20,<20,<20,<20,<20,<20,<20,<20
17100,Strathfield (A),<20,<20,"2,516",79,630,<20,261,503,<20,709,"2,234","1,891","2,025",536,840,184,133,<20,"4,041",<20,42,<20,<20,74,<20,54,396
17150,Sutherland Shire (A),43,32,"21,775",268,"3,821",264,969,"4,457",<20,"3,670","9,251","8,191","7,337","1,679","3,048",274,"1,158",25,"29,011",46,40,<20,<20,164,<20,347,"1,150"
17200,Sydney (C),108,120,"8,528",655,"1,728",34,895,"1,118",<20,"6,630","3,866","3,524","7,769","2,341","5,222",205,654,23,"18,303",38,105,21,<20,181,<20,377,"2,041"
17310,Tamworth Regional (A),60,261,"7,507",28,"1,721",62,740,703,<20,"2,715","5,089","4,209","4,177",535,"2,274",292,"1,257",36,"13,058",26,<20,20,27,61,<20,522,219
17350,Temora (A),<20,<20,"1,018",<20,182,<20,80,129,<20,265,465,369,330,58,152,27,92,<20,"1,514",<20,<20,<20,<20,<20,<20,27,25
17400,Tenterfield (A),<20,30,"1,118",<20,255,<20,139,129,<20,530,572,477,647,100,440,50,125,<20,"2,086",<20,<20,<20,<20,<20,<20,53,24
17420,The Hills Shire (A),<20,<20,"13,374",283,"2,790",133,724,"3,459",<20,"2,160","8,206","7,269","6,185","1,711","1,857",348,616,30,"17,767",33,92,<20,<20,162,<20,143,"1,068"
17450,Tumbarumba (A),<20,<20,501,<20,107,<20,48,50,<20,136,247,198,178,22,98,<20,33,<20,756,<20,<20,<20,<20,<20,<20,<20,<20
17500,Tumut Shire (A),<20,26,"1,649",<20,310,<20,133,188,<20,515,867,742,640,78,351,50,147,<20,"2,598",<20,<20,<20,<20,<20,<20,89,21
17550,Tweed (A),65,129,"15,435",197,"3,470",74,"1,395","1,281",<20,"5,325","7,295","6,052","6,712","1,070","3,821",489,"1,366",43,"25,100",45,<20,48,54,163,<20,700,528
17620,Upper Hunter Shire (A),<20,<20,"1,654",<20,304,<20,120,224,<20,421,851,820,676,90,343,53,182,<20,"2,544",<20,<20,<20,<20,21,<20,68,40
17640,Upper Lachlan Shire (A),<20,<20,"1,019",<20,185,<20,60,226,<20,261,512,425,405,95,163,35,61,<20,"1,466",<20,<20,<20,<20,<20,<20,30,39
17650,Uralla (A),<20,<20,810,<20,185,<20,82,100,<20,311,546,416,425,85,195,30,80,<20,"1,374",<20,<20,<20,<20,<20,<20,38,42
17700,Urana (A),<20,<20,200,<20,51,<20,27,33,<20,74,94,70,72,<20,35,<20,<20,<20,331,<20,<20,<20,<20,<20,<20,<20,<20
17750,Wagga Wagga (C),50,110,"5,911",100,"1,488",94,527,814,<20,"2,316","4,458","3,669","4,119","1,165","1,577",239,941,<20,"10,251",22,<20,<20,<20,42,<20,371,946
17800,Wakool (A),<20,<20,602,<20,82,<20,39,94,<20,150,264,191,241,71,114,<20,30,<20,855,<20,<20,<20,<20,<20,<20,<20,<20
17850,Walcha (A),<20,<20,372,<20,60,<20,30,119,<20,133,245,177,197,31,92,20,34,<20,610,<20,<20,<20,<20,<20,<20,25,<20
17900,Walgett (A),23,79,865,<20,330,<20,227,79,<20,720,680,591,802,43,557,32,229,<20,"2,183",<20,<20,<20,<20,<20,<20,125,<20
17950,Warren (A),<20,24,323,<20,80,<20,34,73,<20,117,227,181,175,<20,125,<20,52,<20,553,<20,<20,<20,<20,<20,<20,<20,<20
18000,Warringah (A),<20,<20,"13,166",140,"1,801",78,460,"3,420",<20,"2,219","5,631","4,819","4,117",903,"1,638",188,594,<20,"17,118",29,24,<20,<20,88,<20,183,592
18020,Warrumbungle Shire (A),<20,47,"1,597",<20,372,<20,188,172,<20,622,822,668,752,107,414,52,180,<20,"2,724",<20,<20,<20,<20,<20,<20,71,35
18050,Waverley (A),<20,<20,"3,897",135,717,<20,208,"1,105",<20,982,"1,578","1,413","1,962",451,982,91,211,<20,"5,589",<20,<20,<20,<20,43,<20,65,354
18100,Weddin (A),<20,<20,682,<20,148,<20,76,107,<20,239,267,218,220,37,116,<20,39,<20,"1,073",<20,<20,<20,<20,<20,<20,<20,<20
18150,Wellington (A),20,57,"1,238",<20,316,<20,143,139,<20,583,806,678,743,65,452,50,240,<20,"2,349",<20,<20,<20,<20,<20,<20,98,31
18200,Wentworth (A),<20,37,862,<20,228,<20,118,100,<20,360,546,450,551,94,321,44,115,<20,"1,564",<20,<20,<20,<20,<20,<20,56,<20
18250,Willoughby (C),<20,<20,"4,006",129,652,27,159,"1,683",<20,765,"2,034","1,804","1,960",533,729,94,153,<20,"5,368",<20,38,<20,<20,56,<20,44,407
18350,Wingecarribee (A),<20,<20,"6,628",50,"1,142",38,370,"1,306",<20,"1,585","2,824","2,389","1,931",289,875,131,430,<20,"9,411",21,<20,<20,<20,47,<20,148,156
18400,Wollondilly (A),<20,33,"3,846",32,"1,234",113,407,428,<20,"1,084","3,084","2,678","2,138",374,794,95,510,<20,"6,231",<20,<20,<20,<20,49,<20,150,179
18450,Wollongong (C),98,161,"26,453",399,"6,692",171,"2,655","2,263",<20,"9,596","12,441","11,437","12,979","3,358","6,738",787,"2,326",139,"43,843",76,<20,82,71,242,<20,"1,214","2,611"
18500,Woollahra (A),<20,32,"2,157",80,379,<20,85,"1,291",<20,468,912,832,"1,087",294,541,33,96,<20,"2,960",<20,<20,<20,<20,<20,<20,23,334
